question_id,record_id,regex_passed,regex_signals,agent_decision,kept
HRS1_PERIOPERATIVE,pubmed:33583767,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:33638273,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:33661471,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:33666686,false,population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:33709661,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:33711820,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:33712995,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:33719687,false,exposure|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:33725178,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:33731363,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:33735517,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:33757398,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:33783312,false,exposure|population,retain,false
HRS1_PERIOPERATIVE,pubmed:33792511,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:33834515,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:33853457,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:33856381,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:33861386,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:33902987,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:33950780,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:33962817,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:33964104,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:33970698,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:33977797,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:33988470,false,population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:33998353,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34010402,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34032906,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34034598,false,population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34043109,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34044458,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34047646,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34059194,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34060412,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34061321,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34074896,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34092191,false,exposure|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34096829,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34097649,false,population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34099425,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34100344,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34102902,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34105921,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34117529,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34128302,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34130300,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34134947,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34152620,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34158133,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34161952,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34162225,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34165625,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34173254,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34176651,false,exposure|population,retain,false
HRS1_PERIOPERATIVE,pubmed:34212488,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34213820,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34213957,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34229590,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34233016,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34242131,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34253875,false,exposure|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34259940,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34266721,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34283363,false,exposure|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34284645,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34291553,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34293999,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34294572,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34302218,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:34308735,false,outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34309341,false,exposure|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34309681,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34309701,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34312086,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34312869,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34315242,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34315297,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34315686,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34331346,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34334219,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34337820,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34338607,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34338624,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34346337,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34353994,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:34370392,false,exposure|population,retain,false
HRS1_PERIOPERATIVE,pubmed:34374852,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34378017,false,population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34378328,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34379221,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34387721,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:34389498,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34396816,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34396906,false,outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34398464,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34406410,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34411017,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34411239,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34414856,false,exposure|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34415492,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34416296,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34417883,false,population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34423891,false,exposure|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34424332,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34427741,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34433587,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34435369,false,outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34435735,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34453505,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34455972,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34459959,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34459976,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34463139,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34467579,false,exposure|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34472155,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34472598,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34474125,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34474497,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34480301,false,exposure|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34487232,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34487321,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34491302,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34496266,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34498362,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34499963,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34508802,false,exposure|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34510395,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34520590,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34521087,false,exposure|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34521264,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34528235,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34528345,false,exposure|population,retain,false
HRS1_PERIOPERATIVE,pubmed:34528495,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34532772,false,population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34535372,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34536323,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34543711,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34544226,false,exposure,uncertain,false
HRS1_PERIOPERATIVE,pubmed:34545524,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34551882,false,population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34553613,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34553631,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34553633,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34559371,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:34561773,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34562596,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34563465,false,exposure|population,retain,false
HRS1_PERIOPERATIVE,pubmed:34564812,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34565321,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34570306,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34581816,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34591752,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34592627,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34593687,false,outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34598867,false,outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34609004,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34610129,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34611718,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34612533,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34617558,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34619992,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34620005,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34623042,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34626997,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34632933,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34637969,false,exposure|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34642104,false,population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34648061,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34649478,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34649820,false,population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34652301,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34653778,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34656411,false,population,retain,false
HRS1_PERIOPERATIVE,pubmed:34657737,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34658139,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34658149,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34662057,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34669318,false,exposure|population,retain,false
HRS1_PERIOPERATIVE,pubmed:34669553,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34671932,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34674779,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34675393,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34676601,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34686938,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34687725,false,outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34689978,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34694492,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34698424,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34700257,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34702603,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34704121,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34704321,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34708436,false,exposure|population,retain,false
HRS1_PERIOPERATIVE,pubmed:34710037,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34711410,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34713984,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34715166,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34716043,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34716106,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34718619,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34726559,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34727512,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34731434,false,population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34736255,false,outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34736837,false,population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34737019,false,exposure|population,retain,false
HRS1_PERIOPERATIVE,pubmed:34738623,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34744070,false,population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34747516,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34748169,false,exposure|population,retain,false
HRS1_PERIOPERATIVE,pubmed:34748460,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34748862,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34748918,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34749356,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34749403,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34753328,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34753695,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34757591,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34758243,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34758667,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34764014,false,outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34766845,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34767083,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34772600,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34773603,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34773920,false,exposure|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34774720,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34775182,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34775581,false,population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34775653,false,exposure|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34780728,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34781409,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34782961,false,population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34783279,false,population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34783575,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34783683,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34785078,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34797954,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34799812,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34801895,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34808286,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34808554,false,population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34809518,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34812980,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34814072,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34815548,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34816366,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34818985,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34823037,false,exposure|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34823989,false,population,uncertain,false
HRS1_PERIOPERATIVE,pubmed:34825768,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34826520,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34826634,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34836738,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34836766,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34837121,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34837226,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34837343,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34838548,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34838689,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34839038,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34839455,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34842975,false,exposure|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34843864,false,exposure|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34844500,false,exposure|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34846267,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34846788,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34847494,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34854214,false,population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34857131,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34859459,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34861125,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34871765,false,exposure|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34872476,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34874522,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34875348,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34877759,false,population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34878437,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34886693,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34886695,false,outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34886711,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34886714,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34886746,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34888663,false,exposure|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34889871,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34890260,false,exposure|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34890292,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34892981,false,,deprioritize,false
