record_id,kmid,title,normalized_title,url,source_status,human_eligibility_decision
REC-KOREAMED-2545685,2545685,Low-dose non-vitamin K antagonist oral anticoagulants in patients with atrial fibrillation,low dose non vitamin k antagonist oral anticoagulants in patients with atrial fibrillation,https://www.koreamed.org/SearchBasic.php?RID=2545685,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2269259,2269259,Application of New Oral Anticoagulants: Prevention of Stroke in Patients with Nonvalvular Atrial Fibrillation,application of new oral anticoagulants prevention of stroke in patients with nonvalvular atrial fibrillation,https://www.koreamed.org/SearchBasic.php?RID=2269259,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-1071437,1071437,Interaction between Warfarin and the Herbal Product Shengmai-Yin: A Case Report of Intracerebral Hematoma,interaction between warfarin and the herbal product shengmai yin a case report of intracerebral hematoma,https://www.koreamed.org/SearchBasic.php?RID=1071437,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2535822,2535822,Gastrointestinal bleeding risk of non-vitamin K antagonist oral anticoagulants versus warfarin in general and after polypectomy: a population-based study with propensity score matching analysis,gastrointestinal bleeding risk of non vitamin k antagonist oral anticoagulants versus warfarin in general and after polypectomy a population based study with propensity score matching analysis,https://www.koreamed.org/SearchBasic.php?RID=2535822,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2374082,2374082,Development and Comparison of Warfarin Dosing Algorithms in Stroke Patients,development and comparison of warfarin dosing algorithms in stroke patients,https://www.koreamed.org/SearchBasic.php?RID=2374082,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2083466,2083466,A Case of Soft Tissue Bleeding Due to a Possible Drug Interaction between Warfarin and TS-1,a case of soft tissue bleeding due to a possible drug interaction between warfarin and ts 1,https://www.koreamed.org/SearchBasic.php?RID=2083466,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2366166,2366166,The Persistence of Non-Vitamin K Antagonist Oral Anticoagulants in Korean Patients with Non-Valvular Atrial Fibrillation,the persistence of non vitamin k antagonist oral anticoagulants in korean patients with non valvular atrial fibrillation,https://www.koreamed.org/SearchBasic.php?RID=2366166,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-1794613,1794613,Extremely Elevated International Normalized Ratio of Warfarin in a Patient with CYP2C9*1/*3 and Thyrotoxicosis,extremely elevated international normalized ratio of warfarin in a patient with cyp2c9 1 3 and thyrotoxicosis,https://www.koreamed.org/SearchBasic.php?RID=1794613,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2317763,2317763,Sudden Hemiplegia by Epidural Hematoma in a Patient Treated with Warfarin and Therapeutic Range International Normalized Ratio,sudden hemiplegia by epidural hematoma in a patient treated with warfarin and therapeutic range international normalized ratio,https://www.koreamed.org/SearchBasic.php?RID=2317763,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2308908,2308908,Use of NOAC in Cardioversion,use of noac in cardioversion,https://www.koreamed.org/SearchBasic.php?RID=2308908,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2396475,2396475,Real-world Data and Recommended Dosage of Non-vitamin K Oral Anticoagulants for Korean Patients,real world data and recommended dosage of non vitamin k oral anticoagulants for korean patients,https://www.koreamed.org/SearchBasic.php?RID=2396475,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2414909,2414909,Effect of Non-vitamin K Antagonist Oral Anticoagulants in Atrial Fibrillation Patients with Newly Diagnosed Cancer,effect of non vitamin k antagonist oral anticoagulants in atrial fibrillation patients with newly diagnosed cancer,https://www.koreamed.org/SearchBasic.php?RID=2414909,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-1824947,1824947,VKORC1 and CYP2C9 Genotype Variations in Relation to Warfarin Dosing in Korean Stroke Patients,vkorc1 and cyp2c9 genotype variations in relation to warfarin dosing in korean stroke patients,https://www.koreamed.org/SearchBasic.php?RID=1824947,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2540071,2540071,Comparison of Early Complications of Oral Anticoagulants after Totally Thoracoscopic Ablation: Warfarin versus Non-vitamin K Antagonist Oral Anticoagulants,comparison of early complications of oral anticoagulants after totally thoracoscopic ablation warfarin versus non vitamin k antagonist oral anticoagulants,https://www.koreamed.org/SearchBasic.php?RID=2540071,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2424435,2424435,Heart Failure as a Risk Factor for Stroke,heart failure as a risk factor for stroke,https://www.koreamed.org/SearchBasic.php?RID=2424435,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2533903,2533903,Impact of ABCB1 C3435T Polymorphism on Treatment Response of Vitamin K Antagonists: A Systematic Review and Meta-analysis,impact of abcb1 c3435t polymorphism on treatment response of vitamin k antagonists a systematic review and meta analysis,https://www.koreamed.org/SearchBasic.php?RID=2533903,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2054163,2054163,Non-operative Treatment of Femoral Neuropathy Caused by Iliacus Hematoma: A Case Report,non operative treatment of femoral neuropathy caused by iliacus hematoma a case report,https://www.koreamed.org/SearchBasic.php?RID=2054163,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2454974,2454974,Management of antithrombotic agents and current issues in patients undergoing endoscopic submucosal dissection,management of antithrombotic agents and current issues in patients undergoing endoscopic submucosal dissection,https://www.koreamed.org/SearchBasic.php?RID=2454974,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2551951,2551951,Comparison of the International Normalized Ratio Between a Point-of-Care Test and a Conventional Laboratory Test: the Latter Performs Better in Assessing Warfarin-induced Changes in Coagulation Factors,comparison of the international normalized ratio between a point of care test and a conventional laboratory test the latter performs better in assessing warfarin induced changes in coagulation factors,https://www.koreamed.org/SearchBasic.php?RID=2551951,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2438027,2438027,The 2018 Korean Heart Rhythm Society Practical Guidelines on the use of Non-Vitamin K-Antagonist Oral Anticoagulants: Bleeding Control and Perioperative Management,the 2018 korean heart rhythm society practical guidelines on the use of non vitamin k antagonist oral anticoagulants bleeding control and perioperative management,https://www.koreamed.org/SearchBasic.php?RID=2438027,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-1826383,1826383,Trends in Oral Anticoagulation Therapy Among Korean Patients With Atrial Fibrillation: The KORean Atrial Fibrillation Investigation,trends in oral anticoagulation therapy among korean patients with atrial fibrillation the korean atrial fibrillation investigation,https://www.koreamed.org/SearchBasic.php?RID=1826383,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2368399,2368399,Spontaneous Intracerebral Hemorrhage: Management,spontaneous intracerebral hemorrhage management,https://www.koreamed.org/SearchBasic.php?RID=2368399,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2502300,2502300,A Large Defect on Nasal Dorsum Treated by Secondary Intention Healing,a large defect on nasal dorsum treated by secondary intention healing,https://www.koreamed.org/SearchBasic.php?RID=2502300,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2559774,2559774,Direct Oral Anticoagulants in Antiphospholipid Syndrome-Associated Venous Thromboembolism: Real World Evidence,direct oral anticoagulants in antiphospholipid syndrome associated venous thromboembolism real world evidence,https://www.koreamed.org/SearchBasic.php?RID=2559774,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2517602,2517602,Clinical utilization of four-factor prothrombin complex concentrate: a retrospective single center study,clinical utilization of four factor prothrombin complex concentrate a retrospective single center study,https://www.koreamed.org/SearchBasic.php?RID=2517602,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2377723,2377723,The Perioperative Management of Antithrombotic Therapies Using Enoxaparin,the perioperative management of antithrombotic therapies using enoxaparin,https://www.koreamed.org/SearchBasic.php?RID=2377723,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2368397,2368397,"Epidemiology, Risk Factors, and Clinical Features of Intracerebral Hemorrhage: An Update",epidemiology risk factors and clinical features of intracerebral hemorrhage an update,https://www.koreamed.org/SearchBasic.php?RID=2368397,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2420640,2420640,Anticoagulation for Stroke Prevention in Older Adults with Atrial Fibrillation and Comorbidity: Current Evidence and Treatment Challenges,anticoagulation for stroke prevention in older adults with atrial fibrillation and comorbidity current evidence and treatment challenges,https://www.koreamed.org/SearchBasic.php?RID=2420640,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2527871,2527871,Underutilization of anticoagulants in patients with nonvalvular atrial fibrillation in the era of non‑vitamin K antagonist oral anticoagulants,underutilization of anticoagulants in patients with nonvalvular atrial fibrillation in the era of non vitamin k antagonist oral anticoagulants,https://www.koreamed.org/SearchBasic.php?RID=2527871,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2514538,2514538,Risk for osteoporotic fractures in patients with atrial fibrillation using different oral anticoagulants,risk for osteoporotic fractures in patients with atrial fibrillation using different oral anticoagulants,https://www.koreamed.org/SearchBasic.php?RID=2514538,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2447752,2447752,Antithrombotic Strategy in Atrial Fibrillation Patients Undergoing Percutaneous Coronary Intervention,antithrombotic strategy in atrial fibrillation patients undergoing percutaneous coronary intervention,https://www.koreamed.org/SearchBasic.php?RID=2447752,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2415445,2415445,Impact of the Health Insurance Coverage Policy on Oral Anticoagulant Prescription among Patients with Atrial Fibrillation in Korea from 2014 to 2016,impact of the health insurance coverage policy on oral anticoagulant prescription among patients with atrial fibrillation in korea from 2014 to 2016,https://www.koreamed.org/SearchBasic.php?RID=2415445,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2070114,2070114,Evaluation of risk factors in patients with vitamin K-dependent coagulopathy presumed to be caused by exposure to brodifacoum,evaluation of risk factors in patients with vitamin k dependent coagulopathy presumed to be caused by exposure to brodifacoum,https://www.koreamed.org/SearchBasic.php?RID=2070114,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2454676,2454676,Korean Heart Rhythm Society 2019 Practical Guidelines on Antithrombotic Therapy for AF Patients Undergoing Percutaneous Coronary Intervention or Structural Heart Disease Intervention,korean heart rhythm society 2019 practical guidelines on antithrombotic therapy for af patients undergoing percutaneous coronary intervention or structural heart disease intervention,https://www.koreamed.org/SearchBasic.php?RID=2454676,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2435176,2435176,2018 KHRS Expert Consensus Recommendation for Oral Anticoagulants Choice and Appropriate Doses: Specific Situation and High Risk Patients,2018 khrs expert consensus recommendation for oral anticoagulants choice and appropriate doses specific situation and high risk patients,https://www.koreamed.org/SearchBasic.php?RID=2435176,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2536967,2536967,Dose Selection of Non-Vitamin K Antagonist Oral Anticoagulants in Korean Patients with Non-Valvular Atrial Fibrillation,dose selection of non vitamin k antagonist oral anticoagulants in korean patients with non valvular atrial fibrillation,https://www.koreamed.org/SearchBasic.php?RID=2536967,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2373642,2373642,Clinical Pharmacogenetic Testing and Application: Laboratory Medicine Clinical Practice Guidelines,clinical pharmacogenetic testing and application laboratory medicine clinical practice guidelines,https://www.koreamed.org/SearchBasic.php?RID=2373642,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2508178,2508178,Perioperative outcomes of interrupted anticoagulation in patients with non-valvular atrial fibrillation undergoing non-cardiac surgery,perioperative outcomes of interrupted anticoagulation in patients with non valvular atrial fibrillation undergoing non cardiac surgery,https://www.koreamed.org/SearchBasic.php?RID=2508178,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2521066,2521066,Lower dementia risk with anticoagulation and ablation in patients with atrial fibrillation,lower dementia risk with anticoagulation and ablation in patients with atrial fibrillation,https://www.koreamed.org/SearchBasic.php?RID=2521066,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2532139,2532139,Pharmacotherapy for pulmonary embolism: new anticoagulants,pharmacotherapy for pulmonary embolism new anticoagulants,https://www.koreamed.org/SearchBasic.php?RID=2532139,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2505374,2505374,Concomitant Use of NSAIDs or SSRIs with NOACs Requires Monitoring for Bleeding,concomitant use of nsaids or ssris with noacs requires monitoring for bleeding,https://www.koreamed.org/SearchBasic.php?RID=2505374,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2514634,2514634,Prevention of Dementia in Patients with Atrial Fibrillation,prevention of dementia in patients with atrial fibrillation,https://www.koreamed.org/SearchBasic.php?RID=2514634,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2581908,2581908,"Erratum to “Concomitant Use of NSAIDs or SSRIs with NOACs Requires Monitoring for Bleeding” by Lee MT, et al. (Yonsei Med J 2020;61(9):741-749)",erratum to concomitant use of nsaids or ssris with noacs requires monitoring for bleeding by lee mt et al yonsei med j 2020 61 9 741 749,https://www.koreamed.org/SearchBasic.php?RID=2581908,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2515764,2515764,Impact of Non-Vitamin K Antagonist Oral Anticoagulants on the Change of Antithrombotic Regimens in Patients with Atrial Fibrillation Undergoing Percutaneous Coronary Intervention,impact of non vitamin k antagonist oral anticoagulants on the change of antithrombotic regimens in patients with atrial fibrillation undergoing percutaneous coronary intervention,https://www.koreamed.org/SearchBasic.php?RID=2515764,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2525372,2525372,2021 Korean Heart Rhythm Society Guidelines for Catheter or Surgical Ablation of Atrial Fibrillation,2021 korean heart rhythm society guidelines for catheter or surgical ablation of atrial fibrillation,https://www.koreamed.org/SearchBasic.php?RID=2525372,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2578062,2578062,Timing for the Resumption of Anticoagulants after Intracranial Hemorrhage,timing for the resumption of anticoagulants after intracranial hemorrhage,https://www.koreamed.org/SearchBasic.php?RID=2578062,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2501991,2501991,A prospective survey of the persistence of warfarin or NOAC in nonvalvular atrial fibrillation: a COmparison study of Drugs for symptom control and complication prEvention of Atrial Fibrillation (CODE-AF),a prospective survey of the persistence of warfarin or noac in nonvalvular atrial fibrillation a comparison study of drugs for symptom control and complication prevention of atrial fibrillation code af,https://www.koreamed.org/SearchBasic.php?RID=2501991,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2563795,2563795,"The Efficacy and Safety of NOAC in Very Elderly Atrial Fibrillation Patients:
Data From the Korean National Health Insurance Cohort Registry",the efficacy and safety of noac in very elderly atrial fibrillation patients data from the korean national health insurance cohort registry,https://www.koreamed.org/SearchBasic.php?RID=2563795,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2536731,2536731,Outcomes of On-Label Reduced-Dose Edoxaban in Patients With Atrial Fibrillation: The LEDIOS Registry,outcomes of on label reduced dose edoxaban in patients with atrial fibrillation the ledios registry,https://www.koreamed.org/SearchBasic.php?RID=2536731,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2559703,2559703,"Atrial fibrillation fact sheet in Korea 2024:
part 2—stroke prevention in Korean patients with atrial fibrillation",atrial fibrillation fact sheet in korea 2024 part 2 stroke prevention in korean patients with atrial fibrillation,https://www.koreamed.org/SearchBasic.php?RID=2559703,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2527512,2527512,Stroke and Systemic Thromboembolism according to CHA 2 DS 2 -VASc Score in Contemporary Korean Patients with Atrial Fibrillation,stroke and systemic thromboembolism according to cha 2 ds 2 vasc score in contemporary korean patients with atrial fibrillation,https://www.koreamed.org/SearchBasic.php?RID=2527512,design_pilot_complete_display_native_export_server_error_not_final_search,
REC-KOREAMED-2517492,2517492,Percutaneous Left Atrial Appendage Occlusion Yields Favorable Neurological Outcomes in Patients with Non-Valvular Atrial Fibrillation,percutaneous left atrial appendage occlusion yields favorable neurological outcomes in patients with non valvular atrial fibrillation,https://www.koreamed.org/SearchBasic.php?RID=2517492,design_pilot_complete_display_native_export_server_error_not_final_search,
