record_id,question_id,pmid,pmcid,section_title,paragraph_position,sentence_position,xml_locator,evidence_type,matched_exposure_terms,matched_population_terms,matched_outcome_terms,dose_mentions,evidence_sentence,sentence_sha256,extraction_authority,human_verified,eligibility_claim,effect_estimate_claim
REC-PUBMED-24052022,A1,24052022,PMC4038335,Discussion,20,3,article[pmcid='PMC4038335']/body//p[20]/sentence[3],exposure_population,vitamin K,warfarin,,,"Although there was a suggestion for a non-linear relationship between vitamin K intake and warfarin maintenance dose in univariate analyses, further analyses with vitamin K as a polynomial term did not reveal evidence for a non-linear relationship.",efdaee7477feb3654c8afed39c1da0d33d93a3c6199007666029b48b093bfcfc,agent_fulltext_extraction_only,,false,false
REC-PUBMED-24052022,A1,24052022,PMC4038335,Discussion,21,6,article[pmcid='PMC4038335']/body//p[21]/sentence[6],exposure_population,vitamin K,warfarin,,,This precluded analyses stratified by more BMI categories so as to better understand the effect of body fat on the relation between vitamin K and warfarin response.,de3a73d7bfdda06fd7248159ae683789a50b67ffd9bac14429dcbdf3413f2446,agent_fulltext_extraction_only,,false,false
REC-PUBMED-24052022,A1,24052022,PMC4038335,Discussion,22,2,article[pmcid='PMC4038335']/body//p[22]/sentence[2],exposure_population,vitamin K,warfarin,,,Our analyses adjusted for polymorphisms in these genes and further extended the investigation to potential contribution of the interaction between BMI and vitamin K in explaining variance in warfarin response since genetic polymorphisms only partially explain the variance in the response to warfarin [2].,3fd48a6dee5e7b667507daebc8fb5205c3654f70fb4da8e62b7e7be42b2240eb,agent_fulltext_extraction_only,,false,false
REC-PUBMED-24052022,A1,24052022,PMC4038335,Conclusions,23,1,article[pmcid='PMC4038335']/body//p[23]/sentence[1],exposure_population,Vitamin K,warfarin,,,We found no interaction between BMI and Vitamin K intake with regard to warfarin response.,b10cbe1971286b0b52e733bb674e8a1d43b436b75e15db950d3473f7060bb320,agent_fulltext_extraction_only,,false,false
REC-PUBMED-24052022,A1,24052022,PMC4038335,Conclusions,23,2,article[pmcid='PMC4038335']/body//p[23]/sentence[2],exposure_population,Vitamin K,warfarin,,9 g,Vitamin K intake was marginally associated with warfarin response and adding it to the model with standard predictors such as VKORC1 and CYP2C9 genotypes only slightly increased the variance in warfarin response that was explained by the model (change in r2=1.1%).,9e41d47fcc300e28b260e0a82ad5430c86a9d799caf689cd067504caff7022ed,agent_fulltext_extraction_only,,false,false
REC-PUBMED-26566518,A1,26566518,PMC4641985,Introduction,1,3,article[pmcid='PMC4641985']/body//p[1]/sentence[3],exposure_population,vitamin K,vitamin K antagonist|Warfarin,,,Warfarin is a vitamin K antagonist that is prescribed for patients who are at increased risk of blood clot formation.,b3ba8baf466368335846571473aa8a984a4973afbb654e4bf01f39a213302176,agent_fulltext_extraction_only,,false,false
REC-PUBMED-26566518,A1,26566518,PMC4641985,Introduction,2,1,article[pmcid='PMC4641985']/body//p[2]/sentence[1],exposure_population,vitamin K,anticoag|Warfarin,,,Warfarin produces an anticoagulant effect by interfering with the regeneration of vitamin K hydroquinone from vitamin K epoxide.,dc91a7e9d5219a0f29d090d041a1d980f104697c5a4593204388cc1a38c44793,agent_fulltext_extraction_only,,false,false
REC-PUBMED-26566518,A1,26566518,PMC4641985,Introduction,2,8,article[pmcid='PMC4641985']/body//p[2]/sentence[8],exposure_outcome,vitamin K,,INR,,Dietary vitamin K is an independent factor that influences changes in INR [9].,b8611c7566323b5b43051caa5bb75c2b7c173fc0071232f1fad10e9445623bf6,agent_fulltext_extraction_only,,false,false
REC-PUBMED-26566518,A1,26566518,PMC4641985,Introduction,3,3,article[pmcid='PMC4641985']/body//p[3]/sentence[3],exposure_outcome,vitamin K|Vitamin K,,coagulat,,Vitamin K provides function for blood coagulation by helping carboxylation of vitamin K-dependent coagulation factors.,eda3ae8e5579e29b9c74985dbc82d1db138d11e43551f3c365796a6529f6dff2,agent_fulltext_extraction_only,,false,false
REC-PUBMED-26566518,A1,26566518,PMC4641985,Introduction,3,4,article[pmcid='PMC4641985']/body//p[3]/sentence[4],exposure_outcome,vitamin K,,INR,,A high intake of vitamin K results in reduction of INR and low dose of vitamin K increases INR [9].,2f2407cc45e8da257589b6399b022140146fd13a68ab6b02ef86a4102573c2d1,agent_fulltext_extraction_only,,false,false
REC-PUBMED-26566518,A1,26566518,PMC4641985,Introduction,4,2,article[pmcid='PMC4641985']/body//p[4]/sentence[2],exposure_outcome,vitamin K,anticoag,coagulat,,A high intake of vitamin K is believed to be an inhibiting factor for anticoagulation therapy [11].,99cc17818b3b7d80569bf1d2ab02b4fbf19dd21a2390f9a819803af7e4020cd4,agent_fulltext_extraction_only,,false,false
REC-PUBMED-26566518,A1,26566518,PMC4641985,Introduction,4,3,article[pmcid='PMC4641985']/body//p[4]/sentence[3],exposure_population,vitamin K,anticoag,,,"On the other hand, low intake of vitamin K has been recognized as a risk factor that causes instability of the anticoagulant effect.",c192371588261d6692b2cb1b6888496151fc70c48ceb762812b68da60418325c,agent_fulltext_extraction_only,,false,false
REC-PUBMED-26566518,A1,26566518,PMC4641985,Introduction,4,4,article[pmcid='PMC4641985']/body//p[4]/sentence[4],exposure_population,vitamin K,anticoag,,,"It has been addressed that it is required to reconsider restriction of vitamin K intake, as even a small change in diet by patients who restrict to vitamin K intake might cause fluctuation of the anticoagulant effect [12].",a59fc2ba7083173618a6772f1dd789f645dc855b29381f89faaf23f47029f158,agent_fulltext_extraction_only,,false,false
REC-PUBMED-26566518,A1,26566518,PMC4641985,Introduction,4,5,article[pmcid='PMC4641985']/body//p[4]/sentence[5],exposure_population,vitamin K,anticoag,,,Lower variability of intake was found among individuals with high vitamin K intake and that might lead to have more stable anticoagulant therapy [13].,a8d2aad568e17eeb2319c5c8df57d3f935f2cc3011ef249bd198dde0b65080a5,agent_fulltext_extraction_only,,false,false
REC-PUBMED-26566518,A1,26566518,PMC4641985,Introduction,4,6,article[pmcid='PMC4641985']/body//p[4]/sentence[6],exposure_outcome,vitamin K,warfarin,INR,,"When patients receiving warfarin therapy were divided into stable INR group and unstable INR group, the mean daily intake of vitamin K in the unstable INR group was significantly lower than that in the stable INR group [14].",241f819bf23a981a8e7fdfcb642122ac4bb4c73db38df7cc68281ea39c0ff19c,agent_fulltext_extraction_only,,false,false
REC-PUBMED-26566518,A1,26566518,PMC4641985,Introduction,4,7,article[pmcid='PMC4641985']/body//p[4]/sentence[7],exposure_outcome,vitamin K,anticoag|warfarin,coagulat,,A study on the relationship of vitamin K intake and stability of anticoagulation control in patients taking long term warfarin confirmed that increasing vitamin K intake resulted in the reduction of warfarin sensitivity [15].,6af2c0d3eccd3ac1e3db6dacb253158b86c8d2325a58adc900e958bb67902397,agent_fulltext_extraction_only,,false,false
REC-PUBMED-26566518,A1,26566518,PMC4641985,Introduction,5,1,article[pmcid='PMC4641985']/body//p[5]/sentence[1],exposure_population,vitamin K,warfarin,,,A goal of nutrition educations for patients receiving warfarin therapy is to minimize variance of vitamin K intake [161718].,4afe6d74e9409d70a6c3a744272969d53b0168cd275225dfc5f8f735eec486eb,agent_fulltext_extraction_only,,false,false
REC-PUBMED-26566518,A1,26566518,PMC4641985,Introduction,5,2,article[pmcid='PMC4641985']/body//p[5]/sentence[2],exposure_population,vitamin K,warfarin,,,Dietitians recommend that patients taking warfarin should maintain their vitamin K intake constantly and they instruct patients to be cautious for having a sudden vitamin K-rich food item [19].,6008501e569d4d4804064d7ae491819f6869172f25b0f30e88541cc8ac26618f,agent_fulltext_extraction_only,,false,false
REC-PUBMED-26566518,A1,26566518,PMC4641985,Introduction,5,3,article[pmcid='PMC4641985']/body//p[5]/sentence[3],exposure_population,vitamin K,warfarin,,,"Although the typical Korean diet includes vegetables high in vitamin K, assessment of vitamin K intake among Korean patients receiving warfarin therapy has not been adequately studied.",aaf122369d955fd93e11b2bb50a9a1db1369f4587f0f98e7362bb8bb83ee373a,agent_fulltext_extraction_only,,false,false
REC-PUBMED-26566518,A1,26566518,PMC4641985,Introduction,5,4,article[pmcid='PMC4641985']/body//p[5]/sentence[4],exposure_population,vitamin K,anticoag|warfarin,,,This study aimed to explore the correlation between routine vitamin K intake and response to anticoagulant therapy among Korean patients receiving warfarin.,cf82913b6d598d3199fcdca9cc71eade9f7282d0ec69b8b51978ca78b465fab0,agent_fulltext_extraction_only,,false,false
REC-PUBMED-26566518,A1,26566518,PMC4641985,Data collection,7,2,article[pmcid='PMC4641985']/body//p[7]/sentence[2],exposure_population,vitamin K,warfarin,,,"Alcohol, tobacco, dietary supplement use and past history of dietary vitamin K intervention during warfarin therapy were determined by medical records and interview.",a0ea03dc3d80ae4196cc7f4b85e25a53cbae362389adc7a43f48ce6b2d6825a4,agent_fulltext_extraction_only,,false,false
REC-PUBMED-26566518,A1,26566518,PMC4641985,Statistical analysis,10,8,article[pmcid='PMC4641985']/body//p[10]/sentence[8],exposure_population,vitamin K,anticoag,,,Correlations (both crudely and after adjustment for potential confounding factors) between usual vitamin K intake and anticoagulant effects were assessed by Spearman rank correlation coefficient test.,7d4fa363d97b7c782b6bf68f8c65ea98740c1106f93e354a723179010cd56e43,agent_fulltext_extraction_only,,false,false
REC-PUBMED-26566518,A1,26566518,PMC4641985,General and disease-related characteristics,11,4,article[pmcid='PMC4641985']/body//p[11]/sentence[4],exposure_dose,vitamin K,,,45.2-150.8 µg/day|164.5-326.9 µg/day|328.9-757.9 µg/day,"Usual vitamin K intake was 45.2-150.8 µg/day for the first tertile, 164.5-326.9 µg/day for the second tertile and 328.9-757.9 µg/day for the third tertile.",7750fe098a172916aec7baea45b5389c19de6742d6cac556b3117f1b987b52ce,agent_fulltext_extraction_only,,false,false
REC-PUBMED-26566518,A1,26566518,PMC4641985,Vitamin K intake,12,1,article[pmcid='PMC4641985']/body//p[12]/sentence[1],exposure_dose,vitamin K,,,165.2 µg/day,The mean vitamin K intake was 262.8 ± 165.2 µg/day.,c449efdb48290dfba4b243547ef25f8b9193a750d7808cf907fae34d46b21ec5,agent_fulltext_extraction_only,,false,false
REC-PUBMED-26566518,A1,26566518,PMC4641985,Vitamin K intake,12,2,article[pmcid='PMC4641985']/body//p[12]/sentence[2],exposure_dose,vitamin K,,,45.2-757.9 µg/day,There was high inter-individual variation of usual intake of vitamin K (45.2-757.9 µg/day).,da29e2589e44de72e4e8941bec570e867df5663549f16a4bfe198bc7659c58c9,agent_fulltext_extraction_only,,false,false
REC-PUBMED-26566518,A1,26566518,PMC4641985,Vitamin K intake,12,3,article[pmcid='PMC4641985']/body//p[12]/sentence[3],exposure_dose,vitamin K,,,166.6 µg/day|156.3 µg/day,The average usual intake of vitamin K was higher in men compared with women (289.0 ± 166.6 µg/day for male and 216.2 ± 156.3 µg/day for female).,22bf0459beca5e5a953fac82a50e98e8800d2f0a772728502d563cf8ff08b7e2,agent_fulltext_extraction_only,,false,false
REC-PUBMED-26566518,A1,26566518,PMC4641985,Relationship between usual vitamin K intake and anticoagulant effect,14,1,article[pmcid='PMC4641985']/body//p[14]/sentence[1],exposure_population,vitamin K,anticoag,,,The relation of usual vitamin K intake and anticoagulant effect was represented in Table 4.,848f19addf5b456c7ab3304bfb9f9ed6f5795ad2487fb18c97a83ac5734f6507,agent_fulltext_extraction_only,,false,false
REC-PUBMED-26566518,A1,26566518,PMC4641985,Discussion,15,2,article[pmcid='PMC4641985']/body//p[15]/sentence[2],exposure_outcome,vitamin K,anticoag|warfarin,coagulat,,"However, anticoagulation effect of warfarin is affected by environmental changes of patients including dietary vitamin K [7].",121d560ba7977065f360067ea3920e274db0af3974977fc617abafa9c708a723,agent_fulltext_extraction_only,,false,false
REC-PUBMED-26566518,A1,26566518,PMC4641985,Discussion,16,1,article[pmcid='PMC4641985']/body//p[16]/sentence[1],exposure_population,vitamin K,anticoag,,,Few studies have been reported relationship between dietary vitamin K and anticoagulant effect.,a8e4a45441ca7a678f846ea9b9a441b576f137fe2b1e2bfc95580242fdd61e70,agent_fulltext_extraction_only,,false,false
REC-PUBMED-26566518,A1,26566518,PMC4641985,Discussion,17,3,article[pmcid='PMC4641985']/body//p[17]/sentence[3],exposure_outcome,vitamin K,Anticoag,coagulat,,Anticoagulated patients are often advised to avoid foods high in vitamin K [27].,fc586f4c2da53ef02a1a5e90949a252bcb67f60c4a04506f08929fcf40d42cc0,agent_fulltext_extraction_only,,false,false
REC-PUBMED-26566518,A1,26566518,PMC4641985,Discussion,17,4,article[pmcid='PMC4641985']/body//p[17]/sentence[4],exposure_population,vitamin K,warfarin,,,Dietary intervention that limits the intake of foods high in vitamin K may lead to excessive restriction of vitamin K intake in patients receiving warfarin therapy.,b2163ee11de5f93806dc9cd550eb154c59a88779fbee046c1f5161d7e6e680e5,agent_fulltext_extraction_only,,false,false
REC-PUBMED-26566518,A1,26566518,PMC4641985,Discussion,17,5,article[pmcid='PMC4641985']/body//p[17]/sentence[5],exposure_outcome,vitamin K,,INR,,"When restricting vitamin K intake excessively, fluctuation of vitamin K intake can be increased and cause instability of INR [2829].",d3fc029baf27050a4946d07dbfde8b30f8f840ac05f0244a4c8a9cb581220fdd,agent_fulltext_extraction_only,,false,false
REC-PUBMED-26566518,A1,26566518,PMC4641985,Discussion,17,6,article[pmcid='PMC4641985']/body//p[17]/sentence[6],exposure_population,vitamin K,warfarin,,,"European Society of Cardiology recommended that dietary recommendations for warfarin treated patients should not be aimed at avoiding vitamin K-rich food items, but at trying to maintain a stable and not-too-low daily intake [30].",04503e696d6bb28c73201bd9dc93ada033e8faff1002bfa962d02285e90fa131,agent_fulltext_extraction_only,,false,false
REC-PUBMED-26566518,A1,26566518,PMC4641985,Discussion,19,1,article[pmcid='PMC4641985']/body//p[19]/sentence[1],exposure_outcome,vitamin K,warfarin,INR,,"In this study we could not find statistically relevant correlation between usual vitamin K intake of the patients taking warfarin and TTR, and CV of INR.",fbff88c36a757ca3f383d82bdf59affd22082ccb7523fb45d2a39948ba3c2230,agent_fulltext_extraction_only,,false,false
REC-PUBMED-26566518,A1,26566518,PMC4641985,Discussion,20,1,article[pmcid='PMC4641985']/body//p[20]/sentence[1],exposure_outcome,vitamin K,anticoag,coagulat,,The strength of the study is that this is the first study performed to determine the correlation of TTR and usual vitamin K intake by investigating Korean anticoagulated patients.,15063134cd3b526297391203d2bfa6e312ae2dcad8e1a16fe112209ec3f4ff12,agent_fulltext_extraction_only,,false,false
REC-PUBMED-26566518,A1,26566518,PMC4641985,Conclusion,22,1,article[pmcid='PMC4641985']/body//p[22]/sentence[1],exposure_population,vitamin K,anticoag,,,No significant association was observed between usual vitamin K intake and anticoagulant effects.,f64df4bde3dc7f5f78a9366330d968fa459f39d8c607f3660228d892fa561ce6,agent_fulltext_extraction_only,,false,false
REC-PUBMED-26962786,A1,26962786,PMC4998867,INTRODUCTION,1,1,article[pmcid='PMC4998867']/body//p[1]/sentence[1],exposure_outcome,vitamin K,vitamin K antagonist|warfarin,thrombo,,"The vitamin K antagonists (VKAs, e.g., warfarin) continue to be commonly used to prevent ischemic stroke in patients with atrial fibrillation (AF), with an approximately risk reduction of 64%, and with a decrease in all-cause mortality by 26%.1 VKAs are also widely prescribed in patients with venous thromboembolism (VTE), and represent the treatment of choice for patients with prosthetic heart valves.",c8e7b34c01c345245d4d429654afc6226540d106624f8e4d117d3c4c2206bb73,agent_fulltext_extraction_only,,false,false
REC-PUBMED-26962786,A1,26962786,PMC4998867,INTRODUCTION,1,2,article[pmcid='PMC4998867']/body//p[1]/sentence[2],exposure_outcome,vitamin K,anticoag|warfarin,bleed|coagulat|INR,,"There are significant differences among Western countries in anticoagulation management of AF,2 with a large underuse of warfarin worldwide for several reasons, including bleeding risk perception by physicians, suboptimal compliance, and inability of an adequate INR monitoring for logistic and/or laboratory issues.3 Another common concern with the use of warfarin is a putative interaction with food rich in vitamin K.4",8efadd84daab057aea9bccd6e5af985d497090d5b59d6d1d745c3d599e21e929,agent_fulltext_extraction_only,,false,false
REC-PUBMED-26962786,A1,26962786,PMC4998867,INTRODUCTION,2,1,article[pmcid='PMC4998867']/body//p[2]/sentence[1],exposure_outcome,vitamin K,anticoag|warfarin,coagulat,,"The common belief is that dietary vitamin K intake could counteract the anticoagulant effect by warfarin.5,6 Thus, for many years, patients treated with VKAs have been advised to reduce dietary vitamin K content to avoid a food–drug interaction influencing anticoagulation stability.",52590388a62a1d6c2ac620428dc049d2e7e8f0f3671232de6adf4cce7e04fd7f,agent_fulltext_extraction_only,,false,false
REC-PUBMED-26962786,A1,26962786,PMC4998867,INTRODUCTION,4,2,article[pmcid='PMC4998867']/body//p[4]/sentence[2],exposure_population,vitamin K,anticoag|warfarin|Warfarin,,,"In particular, the 2003 AHA/ACC Foundation Guide to Warfarin Therapy6 reported that increased intake of dietary vitamin K, sufficient to reduce the anticoagulant response to warfarin, occurs in patients consuming green vegetables, but this indication was supported by a study referring to vitamin K supplementation, rather than dietary vitamin K intake.6",eb5d21af53f3faedc0b9cfd4d19b49a2f49382125678abbe9d8d86a0bb0396ca,agent_fulltext_extraction_only,,false,false
REC-PUBMED-26962786,A1,26962786,PMC4998867,INTRODUCTION,6,1,article[pmcid='PMC4998867']/body//p[6]/sentence[1],exposure_population,vitamin K,warfarin,,,"Based on this, we investigated if published scientific literature actually provides a scientific support to this putative interaction between warfarin and dietary vitamin K intake.",9159a40688c53c46cdf7f4f7c64110ed1d5340d2b67b2861a58802f6b58ced95,agent_fulltext_extraction_only,,false,false
REC-PUBMED-26962786,A1,26962786,PMC4998867,Eligibility Criteria,8,1,article[pmcid='PMC4998867']/body//p[8]/sentence[1],exposure_outcome,vitamin K,,coagulat|INR,,"We selected and included in this review all original research studies, both observational and interventional, including patients treated with VKAs (all types) for any indication, and addressing the relationship between dietary vitamin K intake and any coagulation measure (e.g., INR/PT, variation over time, VKAs dose).",d4aad85a3babef3d6ebf0f826cacfa6bc8755278f4f4589f042f366f90a8349c,agent_fulltext_extraction_only,,false,false
