question_id,record_id,regex_passed,regex_signals,llm_decision,kept
HRS1_PERIOPERATIVE,pubmed:26826922,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:27119920,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:27286046,false,exposure|population,retain,false
HRS1_PERIOPERATIVE,pubmed:27461168,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:27610010,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:27658661,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:27751305,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:27829428,false,population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:27876239,false,exposure|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:27878352,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:28007717,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:2842680,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:28460624,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:28724657,false,exposure|outcome,retain,false
HRS1_PERIOPERATIVE,pubmed:28914190,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:29395485,false,exposure|outcome,retain,false
HRS1_PERIOPERATIVE,pubmed:29546292,false,exposure|population,retain,false
HRS1_PERIOPERATIVE,pubmed:29627068,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:29667233,false,population|outcome,retain,false
HRS1_PERIOPERATIVE,pubmed:29856175,false,population,retain,false
HRS1_PERIOPERATIVE,pubmed:29880619,false,exposure|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:29882344,false,outcome,retain,false
HRS1_PERIOPERATIVE,pubmed:29888990,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:30013020,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:30017873,false,population,retain,false
HRS1_PERIOPERATIVE,pubmed:30110009,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:30232527,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:30309814,true,exposure|population|outcome,uncertain,false
HRS1_PERIOPERATIVE,pubmed:30334261,false,exposure|population,retain,false
HRS1_PERIOPERATIVE,pubmed:30351804,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:30431563,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:30461638,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:30528849,false,exposure|population,retain,false
HRS1_PERIOPERATIVE,pubmed:30571332,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:30648494,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:30925514,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:31094086,false,exposure|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:31186035,false,exposure|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:31475045,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:31535811,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:31537438,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:31577540,false,exposure|population,retain,false
HRS1_PERIOPERATIVE,pubmed:31580814,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:31605493,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:31870899,false,exposure|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:32201122,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:32252936,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:32398461,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:32442096,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:32487501,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:32545511,false,exposure,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:32659245,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:32691389,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:32748472,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:32769964,false,exposure|outcome,retain,false
HRS1_PERIOPERATIVE,pubmed:32842823,false,exposure|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:32901242,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:33053814,false,exposure|population,retain,false
HRS1_PERIOPERATIVE,pubmed:33218878,false,exposure|population,retain,false
HRS1_PERIOPERATIVE,pubmed:33261258,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:33350724,false,exposure|population,retain,false
HRS1_PERIOPERATIVE,pubmed:33450748,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:33731638,false,exposure|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:3393932,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:33965294,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:34184927,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:34232163,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:34411017,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:3443716,false,exposure|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:34559371,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:34686401,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:34710946,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:34844500,false,exposure|outcome,retain,false
HRS1_PERIOPERATIVE,pubmed:34859459,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:35063205,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:35085018,false,population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:35283042,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:35317870,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:35382835,false,exposure|population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:35392839,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:35417958,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:35779783,false,exposure|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:35877927,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:36054262,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:36107525,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:36182059,false,exposure|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:36476355,false,population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:36580029,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:36611148,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:36735455,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:36966086,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:37450384,false,exposure|population,retain,false
HRS1_PERIOPERATIVE,pubmed:37565875,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:37625454,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:37634077,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:37658611,false,exposure|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:37729964,false,exposure|population,retain,false
HRS1_PERIOPERATIVE,pubmed:37858617,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:37904349,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:38502819,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:38613937,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:38735483,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:38776147,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:38847768,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:38886787,false,exposure|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:39066774,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:39141633,true,exposure|population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:39400653,false,population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:39548553,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:39817823,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:39931805,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:40043583,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:40189047,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:40495208,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:40695569,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:40793826,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:40981164,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:41003992,false,exposure|population,retain,false
HRS1_PERIOPERATIVE,pubmed:41034912,true,exposure|population|outcome,retain,true
HRS1_PERIOPERATIVE,pubmed:41076308,false,population|outcome,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:41133518,false,exposure|population,retain,false
HRS1_PERIOPERATIVE,pubmed:41192763,false,exposure|population,retain,false
HRS1_PERIOPERATIVE,pubmed:41553229,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:42037222,false,population|outcome,retain,false
HRS1_PERIOPERATIVE,pubmed:42341514,false,exposure|outcome,retain,false
HRS1_PERIOPERATIVE,pubmed:4402736,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:4532204,false,,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:4631363,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:4719819,false,population,uncertain,false
HRS1_PERIOPERATIVE,pubmed:5954926,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:6348818,false,exposure|population,retain,false
HRS1_PERIOPERATIVE,pubmed:825361,false,population,retain,false
HRS1_PERIOPERATIVE,pubmed:9549914,false,population,deprioritize,false
HRS1_PERIOPERATIVE,pubmed:9549917,false,exposure|population,deprioritize,false
HRS2_KIDNEY_DISEASE,pubmed:11422925,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:11877593,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:14535226,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:14690253,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:15821423,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:16053010,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:16581343,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:17720098,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:18845368,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:19176796,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:19359080,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:19696220,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:19715929,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:19816042,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:20089499,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:20089502,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:20194238,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:20196499,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:20298505,true,exposure|population|outcome,deprioritize,false
HRS2_KIDNEY_DISEASE,pubmed:20533155,false,population|outcome,retain,false
HRS2_KIDNEY_DISEASE,pubmed:20586941,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:20851307,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:21323790,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:21543028,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:21546836,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:21617120,false,exposure|population,retain,false
HRS2_KIDNEY_DISEASE,pubmed:21843148,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:22178174,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:22536772,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:22550196,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:22652728,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:22669774,true,exposure|population|outcome,deprioritize,false
HRS2_KIDNEY_DISEASE,pubmed:22695899,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:22786510,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:22837272,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:22962411,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:23626678,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:23664686,false,exposure|outcome,retain,false
HRS2_KIDNEY_DISEASE,pubmed:23703822,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:23855149,false,outcome,retain,false
HRS2_KIDNEY_DISEASE,pubmed:24241095,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:24290246,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:24646518,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:24665660,true,exposure|population|outcome,retain,true
